Dretwd
0.015504
0.011705
-0.039738
0.037192
-0.054545
-0.020833
-0.018003
0.015
-0.029009
-0.003946
0.023203
-0.025996
-0.028961
0.004094
0.008736
-0.046767
0.014537
0.007164
0.04505
0.009643
-0.005618
0.023729
0.002759
0.001651
-0.012088
0.019466
0.015276
-0.008598
0.01355
0.013904
-0.017405
-0.003757
-0.044181
0.010147
-0.02846
0.026422
0.033016
-0.000542
0.017344
0.009057
0.005808
-0.014698
0.068194
-0.003491
0.015015
-0.021696
0.0
0.009073
0.010989
-0.009387
0.00399
0.007948
-0.008871
0.000497
0.026342
0.011622
0.01101
-0.000473
0.0
0.014211
-0.008407
-0.042393
-0.006886
-0.008915
0.002999
0.018934
0.012225
0.000483
0.004346
-0.004808
-0.009179
0.003901
0.046625
0.042691
-0.014686
-0.000903
-0.018536
0.006354
0.047596
-0.019008
0.005671
-0.048402
0.007407
0.016176
0.038591
-0.008825
0.00328
-0.000467
0.007477
-0.027365
-0.010491
0.00241
0.023077
-0.017857
-0.01244
-0.001453
0.004852
0.011106
0.024355
-0.004196
0.006554
0.022791
0.00864
0.00541
-0.017937
-0.016438
0.0065
0.009225
-0.018282
0.021881
-0.005923
-0.015124
0.000465
-0.010698
-0.019746
0.018225
-0.016957
-0.013896
0.014577
0.012931
0.009456
-0.008431
0.029759
0.01789
0.004957
0.019731
0.05409
-0.008344
-0.007152
-0.010593
-0.007281
-0.026316
0.001329
0.024336
-0.015983
-0.012291
0.027111
-0.013414
0.057018
0.018672
-0.007739
-0.014778
0.000833
-0.005828
-0.001675
0.008809
-0.004574
-0.012949
0.017351
0.00624
0.005374
0.023849
0.002008
-0.006413
-0.004841
0.009728
-0.00562
-0.0109
0.002449
-0.00285
-0.01715
0.002908
-0.002071
0.004151
-0.014469
0.001678
0.005025
-0.0125
0.000844
-0.004216
-0.017358
-0.002585
0.011663
0.014944
0.017249
-0.009098
0.010017
0.000826
-0.013213
0.001739
-0.003038
0.018285
0.008551
0.006783
-0.003368
-0.00676
0.018715
0.000835
-0.009178
0.007579
0.000418
-0.005848
0.002101
0.006289
0.002917
0.013295
-0.063141
-0.015755
0.01823
-0.004367
-0.007018
-0.006625
-0.003112
-0.007583
0.011236
-0.009778
0.009425
0.001334
-0.011989
0.0
0.002247
0.000448
-0.009861
-0.00679
-0.007748
0.004134
0.02699
-0.001782
-0.004909
0.035874
-0.020779
0.003979
-0.008807
-0.023101
0.0
0.00091
-0.008178
0.002749
-0.02878
-0.01223
-0.01381
-0.005311
0.006796
0.016393
-0.008539
-0.001435
-0.001917
-0.012002
-0.004373
0.003904
-0.008751
0.014223
0.012089
0.005256
-0.002852
-0.006196
-0.01295
0.001458
0.012615
-0.004792
-0.010111
-0.013619
-0.003452
0.007917
0.030437
-0.004288
0.009569
0.007109
0.018353
-0.000924
-0.010176
-0.009813
0.000472
0.002358
0.003765
-0.004219
0.002354
0.011273
0.006967
-0.008764
0.000465
0.000465
0.02278
-0.001818
0.0
0.004554
-0.006346
-0.018248
-0.002323
0.001863
-0.007438
-0.002342
-0.002817
0.012712
-0.005114
0.0
0.0
0.018224
0.000459
0.008716
-0.00955
-0.002755
0.017956
0.020805
0.000443
0.018601
-0.005217
-0.003497
0.002193
-0.005689
-0.013644
0.006247
0.008426
0.0
0.0
0.00088
-0.003954
-0.005293
0.009756
-0.016249
0.003125
0.008011
0.003974
0.022427
-0.004731
-0.007779
0.0
0.012631
-0.008602
-0.057267
-0.020709
0.00094
0.012207
0.0
-0.007421
0.011215
0.001386
-0.007845
-0.015271
-0.014507
0.015736
-0.005997
0.002514
0.018054
0.004926
0.043137
0.004229
0.003744
0.012121
0.0
-0.012437
0.0
0.025653
0.005457
0.001809
0.033409
-0.004369
0.006582
0.001744
-0.015666
-0.013705
-0.003586
0.003599
0.0
0.030928
-0.005217
0.000437
0.013543
0.007759
0.002994
0.015778
-0.002939
-0.002105
-0.0173
0.002576
0.002998
-0.014944
-0.007802
0.010485
-0.009511
-0.028808
-0.020225
-0.013761
0.005581
0.00555
-0.00644
-0.005556
0.013966
-0.014692
-0.028425
0.004796
0.010979
0.000472
0.012742
-0.013048
-0.002833
-0.012784
0.018225
0.00471
0.024379
-0.010526
-0.019889
0.0
0.03681
-0.007283
-0.00321
0.00598
-0.007773
0.002765
0.004596
0.02699
0.011136
-0.000881
0.001323
-0.00044
-0.011454
0.002674
0.021333
0.004787
0.001732
-0.005188
-0.008692
-0.010083
0.013286
0.005245
0.0
0.013478
0.002145
-0.005565
0.015067
0.003393
0.019019
-0.007051
-0.012114
0.030021
0.019294
0.002819
-0.013253
0.020757
0.01236
-0.014179
-0.018777
-0.008958
0.004108
0.015957
0.027789
-0.009013
0.005931
0.009434
-0.002336
-0.01249
0.016601
0.005054
0.017795
-0.0019
0.008759
0.049075
0.007557
-0.01
-0.005772
-0.016691
0.028413
-0.027987
-0.018088
0.0
0.022556
-0.015441
0.0
0.036968
0.00036
-0.037077
0.010093
-0.024796
-0.012144
-0.035728
-0.001992
-0.007186
0.008444
0.012759
-0.005118
-0.009497
0.011586
0.030016
-0.006135
0.024306
0.00226
-0.01165
-0.002281
0.02782
0.003337
0.014412
-0.001821
0.013139
-0.023415
-0.025452
0.006813
-0.003759
0.035094
0.004375
0.021053
-0.004977
-0.013934
-0.009783
0.045005
-0.021709
0.008232
0.037629
0.014711
-0.026972
0.014207
-0.018449
0.030978
-0.005402
-0.029871
-0.017495
0.011396
-0.032042
0.0
0.014551
-0.001434
0.026571
-0.024134
-0.032258
-0.043704
-0.025949
-0.000398
0.056086
0.010923
-0.00149
0.027612
-0.005447
0.015334
-0.027688
0.002589
0.013279
0.009829
-0.015501
0.023435
-0.016816
0.021834
0.014957
0.0
-0.016842
0.021056
-0.003146
-0.018233
-0.003571
0.005376
-0.0082
-0.031632
-0.007424
-0.053104
0.0
-0.020932
0.027834
0.00471
-0.03125
-0.010887
0.04362
-0.008594
0.017336
0.012393
-0.009181
-0.021622
0.015391
-0.02021
-0.00714
0.03316
0.000773
-0.008114
0.015193
0.013047
-0.001894
-0.009109
-0.009996
-0.008481
-0.013849
0.02974
0.022864
0.003922
0.025391
-0.00381
0.028681
0.000743
0.001857
-0.014461
0.028217
-0.009147
-0.002954
-0.021481
-0.015897
0.015385
0.041667
0.005091
0.022069
0.037168
-0.022184
0.025829
-0.006465
-0.011986
-0.010052
0.004902
-0.022648
0.044207
-0.047798
-0.004303
-0.018005
-0.043271
0.019931
0.004134
0.017216
-0.009566
-0.000743
-0.04461
-0.01284
0.040993
-0.047709
0.017893
-0.025391
0.000401
-0.010417
0.038866
-0.003507
-0.002738
0.022745
0.02684
-0.001494
0.00561
0.008553
-0.01733
0.014259
-0.032926
0.009564
0.00341
-0.025302
0.022859
-0.025758
-0.019051
0.017043
0.01325
-0.071923
-0.047244
0.027403
-0.013124
0.025311
0.011715
-0.007444
0.000417
0.037068
-0.1
0.006693
-0.007092
0.010714
0.009717
0.008749
-0.014744
0.054137
0.012944
-0.014015
-0.012542
-0.013548
0.003433
0.014115
0.011388
-0.020434
0.021711
-0.003333
0.000418
-0.01379
0.008475
0.014706
-0.015321
0.00799
0.012933
0.029654
0.0424
-0.007291
0.009277
-0.015703
0.01751
-0.040535
0.0
0.010363
-0.029191
0.015035
-0.069656
0.000861
0.00129
0.0
0.024474
0.038977
-0.040742
-0.033221
0.003045
-0.019081
-0.050398
0.019088
0.029694
-0.037267
0.052995
-0.013567
-0.003106
0.011571
0.018478
0.006911
0.0
0.010296
0.000425
0.006791
0.005902
-0.010897
-0.024153
0.013895
-0.00985
-0.016003
-0.030769
0.015873
0.006696
-0.013747
0.029676
0.050218
-0.003326
0.001669
-0.021658
0.0
-0.001771
-0.007539
0.021001
0.014004
-0.028917
0.004444
0.010619
0.00613
0.014795
0.009863
0.010616
-0.008403
0.006356
0.005895
-0.012558
0.01738
-0.030417
0.03223
0.038718
-0.006413
-0.00121
-0.000808
-0.001617
-0.009717
0.020442
0.004006
-0.022346
0.0
-0.014694
0.021541
-0.011354
0.025431
0.0044
0.020709
-0.011705
0.002764
0.014567
-0.023671
0.015103
-0.02545
-0.005625
-0.007677
-0.017915
0.026949
-0.027856
-0.005814
0.008772
0.005797
0.032112
-0.005185
-0.012831
-0.017059
-0.016116
0.01848
0.070928
-0.028109
-0.00317
0.006359
0.019352
-0.008911
0.031665
-0.003031
-0.020144
-0.034135
