ILLIQ,PE,PB,PS,CirculatedMarketValue,ChangeRatio,Liquidility
0.001654,31.803406,10.104041,2.865608,45953104299.7,0.01559,2.7e-05
0.005684,33.158561,10.534577,2.987713,47911182832.24,0.04261,2.9e-05
0.000407,33.244021,10.561728,2.995413,48034665262.22,0.00258,2.8e-05
0.000515,33.353899,10.596637,3.005314,48193428386.48,0.00331,2.7e-05
3.3e-05,33.347794,10.594697,3.004763,48184608212.91,-0.00018,2.5e-05
0.001276,33.030371,10.493851,2.976162,47725959187.27,-0.00952,1.3e-05
0.001135,33.237917,10.559789,2.994863,48025845088.65,0.00628,1.2e-05
0.001102,33.451568,10.627666,3.014114,48334551163.6,0.00643,1.2e-05
0.003235,32.798407,10.420155,2.955262,47390792591.61,-0.01953,1.7e-05
0.001317,32.456567,10.311552,2.92446,46896862871.69,-0.01042,1.6e-05
0.004875,34.068102,10.823541,3.069666,49225388694.17,0.04965,2.2e-05
0.002254,34.947121,11.102808,3.148869,50495493688.25,0.0258,2.2e-05
0.004957,31.791198,10.100162,2.864508,45935463952.56,-0.09031,2.5e-05
0.002043,31.186872,9.908166,2.810056,45062266769.13,-0.01901,2.5e-05
0.002826,31.68132,10.065253,2.854608,45776700828.3,0.01585,2.5e-05
0.000731,31.864449,10.123434,2.871108,46041306035.4,0.00578,2.3e-05
0.004808,33.17077,10.538456,2.988813,47928823179.38,0.041,2.5e-05
0.004434,35.380527,11.240503,3.18792,51121726011.72,0.06662,2.7e-05
0.001467,34.977643,11.112505,3.151619,50539594556.1,-0.01139,2.6e-05
0.00401,36.198503,11.500376,3.261623,52303629270.1,0.0349,2.7e-05
0.00109,35.789515,11.370439,3.224772,51712677640.91,-0.0113,2.6e-05
0.001698,35.411048,11.250199,3.190671,51165826879.57,-0.01057,2.5e-05
0.00053,35.514821,11.283168,3.200021,51315769830.26,0.00293,2.4e-05
0.002957,36.271754,11.523649,3.268223,52409471352.94,0.02131,2.5e-05
0.006888,39.781727,12.638778,3.584485,57481071155.69,0.09677,2.7e-05
0.002301,38.762309,12.314905,3.492632,56008102169.5,-0.02563,2.7e-05
0.002177,38.05421,12.08994,3.42883,54984962035.38,-0.01827,2.2e-05
0.001243,37.736787,11.989094,3.400228,54526313009.74,-0.00834,1.7e-05
0.002818,36.534239,11.607041,3.291874,52788738816.45,-0.03187,2.1e-05
0.00188,36.100834,11.469347,3.252823,52162506492.98,-0.01186,2e-05
0.004871,34.26344,10.885601,3.087267,49507634248.41,-0.0509,2.6e-05
0.000695,34.416047,10.934085,3.101017,49728138587.66,0.00445,2.3e-05
0.006464,33.146353,10.530699,2.986613,47893542485.1,-0.03689,2.9e-05
0.001172,32.938806,10.464761,2.967912,47593656583.72,-0.00626,2.7e-05
0.001925,32.413836,10.297976,2.92061,46835121656.7,-0.01594,2.6e-05
0.003626,31.455461,9.993497,2.834257,45450354406.21,-0.02957,2.7e-05
0.00109,31.858345,10.121495,2.870558,46032485861.83,0.01281,2.5e-05
0.001311,32.181873,10.224281,2.89971,46499955061.04,0.01016,2.4e-05
0.003661,31.247915,9.927559,2.815556,45150468504.83,-0.02902,2.5e-05
0.004323,32.047578,10.181615,2.887609,46305911242.5,0.02559,2.7e-05
0.004767,31.241811,9.92562,2.815006,45141648331.26,-0.02514,2.8e-05
0.000586,31.119725,9.886833,2.804006,44965244859.86,-0.00391,2.7e-05
0.002969,31.559234,10.026466,2.843607,45600297356.9,0.01412,2.7e-05
0.00209,31.192976,9.910105,2.810606,45071086942.7,-0.01161,2.6e-05
0.001297,31.333375,9.95471,2.823257,45273950934.81,0.0045,2.6e-05
0.001859,31.095307,9.879075,2.801806,68435098029.54,-0.0076,2.5e-05
0.002668,31.534817,10.018709,2.841407,69402378567.06,0.01413,2.5e-05
0.003403,32.310063,10.265007,2.91126,71108553959.63,0.02458,2.6e-05
0.00661,33.573654,10.666454,3.025114,73889485505,0.03911,6.6e-05
0.001396,35.330848,11.22472,3.183444,74494035840.95,0.00818,4e-05
0.002012,34.980407,11.113383,3.151868,73755140985.9,-0.00992,3.3e-05
0.002886,34.528019,10.969658,3.111106,72801294900.29,-0.01293,3.2e-05
0.002609,34.120233,10.840104,3.074363,71941489978.05,-0.01181,3.1e-05
0.000174,34.088375,10.829982,3.071493,71874317718.5,-0.00093,2.6e-05
0.004313,32.004842,10.168037,2.883758,67481251943.93,-0.06112,2.9e-05
0.002058,32.419,10.299617,2.921076,68354491318.08,0.01294,2.8e-05
0.001291,32.221479,10.236863,2.903278,67938023308.87,-0.00609,2.6e-05
0.002517,31.800949,10.10326,2.865387,67051349482.81,-0.01305,2.6e-05
0.005393,30.265379,9.615405,2.727026,63813646572.5,-0.04829,2.8e-05
0.004214,30.966262,9.838077,2.790178,65291436282.6,0.02316,3e-05
0.005283,31.635286,10.050628,2.85046,66702053733.15,0.0216,3.1e-05
0.000243,31.724489,10.078968,2.858498,66890136059.89,0.00282,2.9e-05
0.001806,32.215107,10.234839,2.902704,67924588856.96,0.01546,2.9e-05
0.001773,31.858294,10.121479,2.870554,67172259550,-0.01108,2.8e-05
0.002893,31.252987,9.92917,2.816013,65895986618.55,-0.019,2.9e-05
0.001032,31.049093,9.864393,2.797642,65466084157.43,-0.00652,2e-05
0.004953,31.800949,10.10326,2.865387,67051349482.81,0.02422,3e-05
0.000459,31.890152,10.1316,2.873424,67239431809.55,0.00281,2.3e-05
0.003562,31.374048,9.967632,2.826921,66151241204.84,-0.01618,2.6e-05
0.003647,31.858294,10.121479,2.870554,67172259550,0.01543,2.8e-05
0.004504,31.163783,9.90083,2.807976,65707904291.81,-0.0218,3e-05
0.000345,31.100067,9.880587,2.802235,65573559772.71,-0.00204,2.7e-05
0.001743,31.272102,9.935243,2.817736,65936289974.28,0.00553,2.6e-05
0.005764,30.698652,9.753057,2.766066,64727189302.38,-0.01834,2.9e-05
0.004819,31.475995,10.000021,2.836107,66366192435.4,0.02532,3.1e-05
0.003871,32.425372,10.301641,2.92165,68367925769.99,0.03016,3.1e-05
0.002964,33.100768,10.516216,2.982505,69791977672.45,0.02083,3.1e-05
0.000702,32.986078,10.479779,2.972171,69550157538.07,-0.00346,2.9e-05
0.001991,32.699353,10.388686,2.946336,68945607202.12,-0.00869,2.9e-05
0.003646,31.724489,10.078968,2.858498,66890136059.89,-0.02981,2.9e-05
0.001504,31.915639,10.139697,2.875721,67293169617.19,0.00603,2.8e-05
0.003729,30.641307,9.734838,2.760899,64606279235.19,-0.03993,3e-05
0.002206,30.386441,9.653866,2.737934,64068901158.79,-0.00832,3e-05
0.000896,30.259008,9.61338,2.726452,63800212120.59,-0.00419,2.8e-05
0.003699,29.386091,9.336052,2.647799,61959692208.92,-0.02885,2.9e-05
0.001546,29.711045,9.439291,2.677079,62644849256.33,0.01106,1.5e-05
0.002946,30.131575,9.572894,2.71497,63531523082.39,0.01415,2.2e-05
0.000994,30.259008,9.61338,2.726452,63800212120.59,0.00423,1.8e-05
0.001908,30.634936,9.732814,2.760325,64592844783.28,0.01242,1.8e-05
0.001474,30.411928,9.661963,2.740231,64122638966.43,-0.00728,1.8e-05
0.002461,30.838829,9.797591,2.778696,65022747244.4,0.01404,1.9e-05
0.003568,30.201663,9.595162,2.721285,63679302053.4,-0.02066,2.1e-05
0.003184,29.755647,9.453461,2.681097,62738890419.7,-0.01477,2.3e-05
0.002031,29.373347,9.332003,2.646651,61932823305.1,-0.01285,2.2e-05
0.005563,30.979005,9.842126,2.791327,65318305186.42,0.05466,2.6e-05
0.000522,30.864315,9.805688,2.780993,65076485052.04,-0.0037,2.4e-05
0.002039,31.284845,9.939292,2.818884,65963158878.1,0.01363,2.4e-05
0.00028,31.348561,9.959535,2.824625,66097503397.2,0.00204,2.2e-05
0.003545,30.392813,9.655891,2.738508,64082335610.7,-0.03049,2.3e-05
0.000886,30.233521,9.605283,2.724156,63746474312.95,-0.00524,2.2e-05
0.002633,29.749275,9.451437,2.680523,62725455967.79,-0.01602,2.2e-05
0.001245,29.532639,9.382611,2.661003,62268684602.85,-0.00728,2.2e-05
0.003448,29.022906,9.220667,2.615075,61193928450.05,-0.01726,2.2e-05
0.002141,29.417949,9.346173,2.650669,62026864468.47,0.01361,2.2e-05
0.000987,29.284144,9.303663,2.638613,61744740978.36,-0.00455,2.2e-05
0.00393,28.72981,9.127549,2.588665,60575943662.19,-0.01893,2.3e-05
0.004536,29.468922,9.362368,2.655262,62134340083.75,0.02573,2.4e-05
0.002488,29.908567,9.502044,2.694876,63061317265.54,0.01492,2.4e-05
0.001945,26.590682,6.89265,2.249786,64498803619.91,0.0228,1.9e-05
0.004115,29.249197,7.581771,2.474718,70947340536.71,0.09998,3e-05
7.9e-05,29.204888,7.570286,2.470969,70839864921.43,-0.00151,2e-05
0.001032,28.817188,7.469789,2.438167,69899453287.73,-0.01328,1.8e-05
0.000349,28.689801,7.436769,2.427389,69590460893.8,-0.00442,1.5e-05
0.002289,27.831322,7.21424,2.354754,67508120847.75,-0.02992,1.6e-05
0.001636,28.307639,7.337708,2.395055,68663483712.01,0.01711,1.6e-05
0.002243,29.371045,7.613356,2.485027,71242898478.73,0.03757,1.7e-05
0.000626,29.625819,7.679397,2.506583,71860883266.59,0.00867,1.6e-05
0.003239,28.529182,7.395134,2.413799,69200861788.41,-0.03702,1.8e-05
0.002078,27.648549,7.166863,2.33929,67064783934.72,-0.03087,1.8e-05
0.002033,27.116847,7.029039,2.294304,65775076551.36,-0.01923,1.8e-05
0.001242,26.795609,6.94577,2.267125,64995878340.58,-0.01185,1.8e-05
0.002197,27.305158,7.077851,2.310237,66231847916.3,0.01902,1.8e-05
0.00124,27.033768,7.007504,2.287275,65573559772.71,-0.00994,1.8e-05
0.002261,27.886708,7.228597,2.359441,67642465366.85,0.03155,1.8e-05
0.00247,27.105769,7.026167,2.293367,65748207647.54,-0.028,1.8e-05
0.002808,26.391294,6.840966,2.232916,64015163351.15,-0.02636,1.9e-05
0.003599,25.842975,6.698835,2.186524,62685152612.06,-0.02078,2e-05
0.000776,26.025748,6.746212,2.201988,63128489525.09,0.00707,1.9e-05
0.000964,26.158674,6.780668,2.213235,63450916370.93,0.00511,1e-05
0.004023,27.271927,7.069237,2.307425,66151241204.84,0.04256,2.5e-05
0.002397,26.767917,6.938591,2.264782,64928706081.03,-0.01848,2.5e-05
0.002359,26.324831,6.823738,2.227293,63853949928.23,-0.01655,2.4e-05
0.00107,26.130981,6.773489,2.210892,63383744111.38,-0.00736,2.2e-05
0.002888,26.751301,6.934284,2.263376,64888402725.3,0.02374,2.3e-05
0.002828,27.853477,7.219983,2.356629,67561858655.39,0.0412,2.4e-05
0.001327,28.401795,7.362114,2.403021,68891869394.48,0.01969,2.2e-05
0.002484,26.867611,6.964433,2.273217,65170526215.41,-0.05402,2.3e-05
0.000944,27.139001,7.034781,2.296178,65828814359,0.0101,2.1e-05
0.002383,26.529758,6.876858,2.244632,64351024648.9,-0.02245,2.2e-05
0.002171,26.208521,6.793589,2.217452,63571826438.12,-0.01211,2.2e-05
0.001796,26.529758,6.876858,2.244632,64351024648.9,0.01226,2.1e-05
0.002157,26.169751,6.783539,2.214172,63477785274.75,-0.01357,2.1e-05
0.004093,25.499584,6.609823,2.157471,61852216593.64,-0.02561,2.3e-05
0.003587,25.831898,6.695963,2.185587,62658283708.24,0.01303,3.6e-05
0.002665,25.505122,6.611259,2.157939,61865651045.55,-0.01265,3.1e-05
0.004395,25.953747,6.727548,2.195896,62953841650.26,0.01759,3.5e-05
0.005393,25.250348,6.545218,2.136383,61247666257.69,-0.0271,4e-05
0.002355,24.978958,6.47487,2.113421,60589378114.1,-0.01075,3.7e-05
0.004947,24.120479,6.252341,2.040787,58507038068.05,-0.03437,3.9e-05
0.005293,23.095844,5.986742,1.954095,56021664464.7,-0.04248,4.1e-05
0.004104,22.641681,5.869018,1.915669,54920039408.08,-0.01966,4.1e-05
0.00385,23.029381,5.969514,1.948471,55860451041.78,0.01712,4.1e-05
0.003056,22.802299,5.910652,1.929259,55309638513.47,-0.00986,4e-05
0.005506,22.043515,5.713965,1.865059,53469118601.8,-0.03328,4.1e-05
0.006602,22.525371,5.838868,1.905828,54637915917.97,0.02186,4.3e-05
0.00452,23.040458,5.972386,1.949409,55887319945.6,0.02287,4.3e-05
0.003431,22.757991,5.899167,1.92551,55202162898.19,-0.01226,4.3e-05
0.004746,22.414599,5.810155,1.896456,54369226879.77,-0.01509,4.3e-05
0.003007,22.602911,5.858968,1.912389,54825998244.71,0.0084,4.2e-05
0.002093,22.719221,5.889117,1.922229,55108121734.82,0.00515,4.1e-05
0.000111,22.713682,5.887681,1.921761,55094687282.91,-0.00024,3.9e-05
0.007661,23.372772,6.058526,1.977525,56693387060.2,0.02902,4.1e-05
0.001994,23.555545,6.105903,1.992989,57136723973.23,0.00782,4e-05
0.005114,23.970938,6.213578,2.028135,58144307866.48,0.01763,4e-05
0.003169,24.303252,6.299718,2.056251,58950374981.08,0.01386,4e-05
0.005236,22.708144,5.886246,1.921292,55081252831,-0.06563,4e-05
0.000459,22.669374,5.876196,1.918012,54987211667.63,-0.00171,5e-06
0.001923,22.231826,5.762778,1.880992,53925889966.74,-0.0193,1.2e-05
0.000863,22.320444,5.785749,1.88849,54140841197.3,0.00399,1.1e-05
0.001841,22.093362,5.726886,1.869277,53590028668.99,-0.01017,1.3e-05
0.002207,21.860742,5.666588,1.849595,53025781688.77,-0.01053,1.5e-05
0.001829,21.993668,5.701044,1.860842,53348208534.61,0.00608,1.5e-05
0.003763,21.556121,5.587626,1.823822,52286886833.72,-0.01989,1.8e-05
0.00387,21.905051,5.678073,1.853344,53133257304.05,0.01619,2.1e-05
0.004446,22.309366,5.782877,1.887552,54113972293.48,0.01846,2.4e-05
0.000175,22.292751,5.77857,1.886147,54073668937.75,-0.00074,2.1e-05
0.004965,21.932744,5.685252,1.855687,53200429563.6,-0.01615,2.4e-05
0.001641,21.633661,5.607726,1.830382,58153473798.84,-0.01364,2.3e-05
0.000138,21.617045,5.603419,1.828976,58108809072.42,-0.00077,2.2e-05
0.002764,21.977052,5.696737,1.859436,59076544811.52,0.01665,2.2e-05
0.000637,22.032438,5.711094,1.864122,59225427232.92,0.00252,2.1e-05
0.001826,22.242904,5.765649,1.881929,59791180434.24,0.00955,2.1e-05
0.003449,21.777664,5.645053,1.842566,58540568094.48,-0.02092,2.2e-05
0.003499,22.082285,5.724015,1.86834,59359421412.18,0.01399,2.2e-05
0.004214,20.681026,5.36079,1.749782,55592696150.76,-0.06346,2.3e-05
0.00164,20.431791,5.296185,1.728694,54922725254.46,-0.01205,2.3e-05
0.001642,20.293326,5.260294,1.716979,54550519200.96,-0.00678,2.3e-05
0.002434,20.066245,5.201431,1.697766,53940101273.22,-0.01119,2.4e-05
0.002828,19.822548,5.138262,1.677148,53285018619.06,-0.01214,2.6e-05
0.004767,19.174535,4.970288,1.62232,51543094288.68,-0.03269,3.3e-05
0.005951,19.617621,5.085142,1.659809,52734153659.88,0.02311,4e-05
0.005911,20.110553,5.212916,1.701515,54059207210.34,0.02513,4.4e-05
0.001392,20.249018,5.248808,1.71323,54431413263.84,0.00689,3.9e-05
0.004283,20.592409,5.33782,1.742284,55354484276.52,0.01696,3.9e-05
0.000454,20.631179,5.347869,1.745564,55458701971.5,0.00188,3.5e-05
0.003096,20.797336,5.39094,1.759622,55905349235.7,0.00805,3.5e-05
0.003436,21.041034,5.454109,1.780241,56560431889.86,0.01172,3.5e-05
0.000224,21.024418,5.449802,1.778835,56515767163.44,-0.00079,3.2e-05
0.004893,19.562235,5.070785,1.655123,52585271238.48,-0.06955,4e-05
0.003747,19.778239,5.126776,1.673399,53165912681.94,0.01104,4e-05
0.005291,20.215786,5.240194,1.710419,54342083811,0.02212,4.1e-05
0.001245,20.132708,5.218659,1.70339,54118760178.9,-0.00411,3.9e-05
0.001946,19.961012,5.174153,1.688863,53657224672.56,-0.00853,3.8e-05
0.002965,19.706238,5.108113,1.667307,52972365534.12,-0.01276,3.7e-05
0.001926,19.506849,5.056428,1.650437,52436388817.08,-0.01012,3.6e-05
0.001978,19.689622,5.103806,1.665901,52927700807.7,0.00937,2e-05
0.002536,19.451463,5.042072,1.645751,52287506395.68,-0.0121,2.3e-05
0.000635,19.501311,5.054993,1.649968,52421500574.94,0.00256,1.7e-05
0.000435,19.468079,5.046379,1.647157,52332171122.1,-0.0017,1.4e-05
0.002818,19.257613,4.991823,1.62935,51766417920.78,-0.01081,1.7e-05
0.002525,19.024993,4.931525,1.609668,51141111750.9,-0.01208,1.8e-05
0.002373,18.858836,4.888455,1.59561,50694464486.7,-0.00873,1.9e-05
0.001476,18.748065,4.859742,1.586238,50396699643.9,-0.00587,1.8e-05
0.001075,18.880991,4.894198,1.597484,50754017455.26,0.00709,1.8e-05
0.003664,18.620678,4.826721,1.57546,50054270074.68,-0.01379,2e-05
0.001171,18.570831,4.8138,1.571242,49920275895.42,-0.00268,1.9e-05
0.004258,18.282825,4.739146,1.546875,49146087304.14,-0.01551,2.1e-05
0.004746,17.346806,4.496517,1.46768,46629974382.48,-0.0512,2.3e-05
0.00373,17.080955,4.427605,1.445187,45915338759.76,-0.01533,2.4e-05
0.004687,17.391115,4.508003,1.471429,46749080319.6,0.01816,2.5e-05
0.00323,17.579426,4.556815,1.487361,47255280552.36,0.01083,2.6e-05
0.001932,17.662505,4.578351,1.49439,47478604184.46,0.00473,2.5e-05
0.004845,17.889586,4.637213,1.513603,48089022112.2,0.01286,2.7e-05
0.00367,18.138822,4.701818,1.534691,48758993008.5,0.01393,2.7e-05
0.00644,17.845278,4.625728,1.509854,47969916175.08,-0.01618,2.9e-05
0.006173,17.612658,4.565429,1.490173,47344610005.2,-0.01304,3.1e-05
0.007273,17.972665,4.658748,1.520632,48312345744.3,0.02044,7.3e-05
0.003308,17.706813,4.589836,1.498139,47597710121.58,-0.01479,5.3e-05
0.007709,17.236035,4.467804,1.458308,46332209539.68,-0.02659,6.1e-05
0.003782,17.391115,4.508003,1.471429,46749080319.6,0.009,5.5e-05
0.004261,17.141879,4.443398,1.450341,46079109423.3,-0.01433,5.3e-05
0.005328,16.925875,4.387406,1.432066,45498467979.84,-0.0126,5.3e-05
0.002769,16.787411,4.351515,1.42035,45126261926.34,-0.00818,4.9e-05
0.001172,16.726486,4.335722,1.415196,44962491262.8,-0.00363,4.5e-05
0.004974,16.981261,4.401763,1.436752,45647350401.24,0.01523,4.5e-05
0.000447,17.008953,4.408941,1.439095,45721791611.94,0.00163,4.1e-05
0.003222,16.831719,4.363,1.424099,45245367863.46,-0.01042,4e-05
0.00352,16.549252,4.289781,1.4002,44486067514.32,-0.01678,4e-05
0.006102,15.81816,4.100273,1.338344,42520819551.84,-0.04418,4.1e-05
0.004705,16.117243,4.177799,1.363649,43324784627.4,0.01891,4.2e-05
0.004451,15.513539,4.021311,1.312571,41701966234.14,-0.03746,4.2e-05
0.001561,15.629849,4.05146,1.322411,42014619319.08,0.0075,4e-05
0.003296,15.413845,3.995469,1.304136,41433977875.62,-0.01382,4e-05
0.004755,15.020606,3.893536,1.270864,40376912683.68,-0.02551,4e-05
0.006276,14.400286,3.732741,1.21838,38709429564,-0.0413,4.2e-05
0.001194,14.511058,3.761454,1.227753,39007194406.8,0.00769,4e-05
0.003426,14.145512,3.6667,1.196824,38024570425.56,-0.02519,4e-05
0.00084,14.223052,3.6868,1.203385,38233005815.52,0.00548,3.8e-05
0.002698,14.627368,3.791604,1.237593,39319847491.74,0.02843,2.7e-05
0.003437,15.037222,3.897843,1.27227,40421577410.1,0.02802,3.1e-05
0.00288,14.743678,3.821753,1.247434,39632500576.68,-0.01952,3e-05
0.000541,14.704908,3.811703,1.244154,39528282881.7,-0.00263,2.4e-05
0.004313,14.49998,3.758583,1.226815,38977417922.52,-0.01394,2.8e-05
0.005797,15.491385,4.015568,1.310696,41642413265.58,0.06837,3.3e-05
0.001388,15.66308,4.060074,1.325223,42103948771.92,0.01108,3e-05
0.000854,15.552309,4.03136,1.315851,41806183929.12,-0.00707,2.7e-05
0.004517,15.087069,3.910764,1.276488,40555571589.36,-0.02991,2.9e-05
0.001417,14.954143,3.876308,1.265241,40198253778,-0.00881,2.8e-05
0.005224,15.463692,4.00839,1.308353,41567972054.88,0.03407,3e-05
0.000531,15.413845,3.995469,1.304136,41433977875.62,-0.00322,2.8e-05
0.003433,14.560905,3.774376,1.23197,39141188586.06,-0.05534,2.8e-05
0.003768,13.835352,3.586303,1.170582,37190828865.72,-0.04983,2.9e-05
0.000838,13.962739,3.619323,1.18136,37533258434.94,0.00921,2.8e-05
0.000804,13.901815,3.603531,1.176206,37369487771.4,-0.00436,2.7e-05
0.002119,14.023663,3.635116,1.186515,37697029098.48,0.00876,2.6e-05
0.002034,13.912892,3.606402,1.177143,37399264255.68,-0.0079,2.6e-05
0.005053,13.635963,3.534619,1.153713,36654852148.68,-0.0199,2.7e-05
0.000927,13.602732,3.526005,1.150901,36565522695.84,-0.00244,2.6e-05
0.004655,13.264879,3.438429,1.122316,35657339925.3,-0.02484,2.7e-05
0.00173,13.347958,3.459964,1.129345,35880663557.4,0.00626,2.7e-05
0.006732,13.979355,3.62363,1.182766,37577923161.36,0.0473,6.7e-05
0.002898,13.768889,3.569075,1.164959,37012169960.04,-0.01506,4.8e-05
0.001821,13.890738,3.600659,1.175268,37339711287.12,0.00885,3.8e-05
0.003161,14.156589,3.669572,1.197762,38054346909.84,0.01914,3.7e-05
0.001556,14.245206,3.692542,1.205259,38292558784.08,0.00626,3.2e-05
0.001853,14.134435,3.663829,1.195887,37994793941.28,-0.00778,3e-05
0.001356,14.200898,3.681057,1.201511,38173452846.96,0.0047,2.8e-05
0.001414,14.300592,3.706899,1.209945,38441441205.48,0.00702,2.6e-05
0.003511,14.090126,3.652344,1.192138,37875688004.16,-0.01472,2.7e-05
0.003998,13.907353,3.604966,1.176674,37384376013.54,-0.01297,2.8e-05
0.005022,13.72458,3.557589,1.16121,36893064022.92,-0.01314,3e-05
0.004497,14.195359,3.679621,1.201042,38158564604.82,0.0343,3.2e-05
0.002487,14.372593,3.725563,1.216037,38634988353.3,0.01249,3.1e-05
0.006785,14.084588,3.650908,1.19167,37860799762.02,-0.02004,3.4e-05
0.004291,14.272899,3.699721,1.207602,38366999994.78,0.01337,3.4e-05
0.003842,14.704908,3.811703,1.244154,39528282881.7,0.03027,3.5e-05
0.003674,15.319689,3.971062,1.296169,41180877759.24,0.04181,3.5e-05
0.003052,15.064915,3.905021,1.274613,40496018620.8,-0.01663,3.4e-05
0.001161,15.175686,3.933735,1.283986,40793783463.6,0.00735,3.3e-05
0.001906,15.037222,3.897843,1.27227,40421577410.1,-0.00912,3.3e-05
0.004258,15.535693,4.027053,1.314445,41761519202.7,0.03315,4.3e-05
0.002128,15.258765,3.95527,1.291015,41017107095.7,-0.01783,3.2e-05
0.001514,15.147993,3.926556,1.281642,40719342252.9,-0.00726,2.6e-05
0.002407,15.35292,3.979676,1.298981,41270207212.08,0.01353,2.6e-05
0.005327,15.048299,3.900714,1.273208,40451353894.38,-0.01984,3.1e-05
0.004453,14.710446,3.813139,1.244622,39543171123.84,-0.02245,3.3e-05
0.004968,14.411363,3.735612,1.219318,38739206048.28,-0.02033,3.6e-05
0.005114,15.851392,4.108887,1.341156,42610149004.68,0.09992,3.8e-05
0.001309,15.563386,4.034232,1.316788,41835960413.4,-0.01817,3.5e-05
0.001125,15.447076,4.004083,1.306947,41523307328.46,-0.00747,3.3e-05
0.000947,15.552309,4.03136,1.315851,41806183929.12,0.00681,3e-05
0.000853,15.452615,4.005518,1.307416,41538195570.6,-0.00641,2.9e-05
0.003909,14.976298,3.882051,1.267116,40257806746.56,-0.03082,2.9e-05
0.00254,15.424922,3.99834,1.305073,41463754359.9,0.02996,2.9e-05
0.002398,16.028626,4.154828,1.356151,43086572753.16,0.03914,2.9e-05
0.001544,16.338786,4.235225,1.382393,43920314313,0.01935,2.8e-05
0.000182,16.366479,4.242404,1.384736,43994755523.7,0.00169,2e-06
0.003144,17.180649,4.453447,1.453622,46183327118.28,0.04975,1.7e-05
0.001836,17.673582,4.581222,1.495328,47508380668.74,0.02869,1.7e-05
0.001486,17.197265,4.457754,1.455027,46227991844.7,-0.02695,1.7e-05
0.000705,17.053262,4.420427,1.442844,45840897549.06,-0.00837,1.5e-05
0.00028,17.092032,4.430477,1.446124,45945115244.04,0.00227,1.3e-05
0.000472,17.047723,4.418991,1.442375,45826009306.92,-0.00259,1.2e-05
0.002608,16.709871,4.331415,1.41379,44917826536.38,-0.01982,1.3e-05
0.001106,16.615715,4.307009,1.405824,44664726420,-0.00563,1.3e-05
0,16.615715,4.307009,1.405824,44664726420,0,1.2e-05
0.003875,17.330191,4.49221,1.466274,46585309656.06,0.043,1.4e-05
0.001652,17.169572,4.450576,1.452684,46153550634,-0.00927,1.4e-05
0.000469,17.136341,4.441962,1.449873,46064221181.16,-0.00194,1.4e-05
0.005035,16.660023,4.318494,1.409572,44783832357.12,-0.0278,1.6e-05
0.000944,16.726486,4.335722,1.415196,44962491262.8,0.00399,1.6e-05
0.00251,16.543713,4.288345,1.399732,44471179272.18,-0.01093,1.6e-05
0.004035,16.953568,4.394585,1.434409,45572909190.54,0.02477,1.8e-05
0.003648,16.698793,4.328544,1.412853,44888050052.1,-0.01503,1.9e-05
0.004026,16.493866,4.275424,1.395514,44337185092.92,-0.01227,2e-05
0.005021,16.061858,4.163442,1.358963,43175902206,-0.02619,2.2e-05
0.000106,16.056319,4.162006,1.358494,43161013963.86,-0.00034,2.1e-05
0.004205,15.762775,4.085916,1.333658,42371937130.44,-0.01828,2.2e-05
0.004876,16.172629,4.192155,1.368335,43473667048.8,0.026,4.9e-05
0.004194,16.632331,4.311316,1.407229,44709391146.42,0.02842,4.5e-05
0.001158,16.732025,4.337158,1.415664,44977379504.94,0.00599,3.4e-05
0.005321,16.421865,4.256761,1.389422,44143637945.1,-0.01854,3.9e-05
0.004964,17.164033,4.44914,1.452216,46138662391.86,0.04519,4.1e-05
0.000757,17.274805,4.477854,1.461588,46436427234.66,0.00645,3.5e-05
0.001843,17.524041,4.542459,1.482675,47106398130.96,0.01443,3.3e-05
0.001564,17.352345,4.497953,1.468148,46644862624.62,-0.0098,3.1e-05
0.001649,17.529579,4.543894,1.483144,47121286373.1,0.01021,2.9e-05
0.002605,17.263728,4.474982,1.460651,46406650750.38,-0.01517,2.9e-05
0.005722,16.759718,4.344336,1.418007,45051820715.64,-0.02919,3.2e-05
0.000647,16.809565,4.357257,1.422225,45185814894.9,0.00297,2.9e-05
0.002182,16.676639,4.322801,1.410978,44828497083.54,-0.00791,2.9e-05
0.003479,16.942491,4.391713,1.433471,45543132706.26,0.01594,2.9e-05
0.001133,17.020031,4.411813,1.440032,45751568096.22,0.00458,2.8e-05
0.001349,17.086493,4.429041,1.445655,45930227001.9,0.0039,2.7e-05
0.003263,17.352345,4.497953,1.468148,46644862624.62,0.01556,2.7e-05
0.002528,17.612658,4.565429,1.490173,47344610005.2,0.015,2.7e-05
0.002003,17.823123,4.619985,1.50798,47910363206.52,0.01195,2.7e-05
0.001167,17.723429,4.594143,1.499545,47642374848,-0.00559,2.6e-05
0.004015,17.391115,4.508003,1.471429,46749080319.6,-0.01875,2.7e-05
0.000202,17.402192,4.510874,1.472366,46778856803.88,0.00064,2.6e-05
0.001216,17.474193,4.529538,1.478458,46972389754.2,0.00414,2.5e-05
0.003711,23.133629,4.862559,1.685194,48371884092.36,0.02979,3.7e-05
0.002358,23.767329,4.99576,1.731357,49696937242.32,0.02739,3e-05
7.9e-05,23.78157,4.998753,1.732394,49726713717.6,0.0006,2e-05
0.003737,23.197711,4.876029,1.689862,48505878231.12,-0.02455,2.5e-05
0.003026,23.653406,4.971814,1.723058,49458725440.08,0.01964,2.6e-05
